,year,demographic_A,demographic_B,question,p-value
3541,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Neighbours: Homosexuals,0.0001605384
3542,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","Jobs scarce: Employers should give priority to (nation) people than immigrants
(5-point scale)",6.05528e-05
3543,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Occupational group - respondent´s spouse (WVS7),0.008444075300000001
3544,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Cheating on taxes,0.0
3545,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How much freedom of choice and control,0.0
3546,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Democracy: Religious authorities interpret the laws.,0.0
3547,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How often in country's elections: Opposition candidates are prevented from running,0.0
3548,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Political action: joining in boycotts,0.0080899338
3549,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Religious denomination,3.944254979e-20
3550,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Death penalty,7.8485e-06
3551,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",People who don´t work turn lazy,1.4453e-06
3552,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Someone accepting a bribe,7.267395602999999e-19
3553,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Confidence: The Police,0.0
3554,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important in life: Leisure time,4.799157676e-17
3555,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Do you live with your parents,3.065989032e-135
3556,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Trust: People you know personally (B),9.478297127000001e-17
3557,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Democracy: People receive state aid for unemployment.,1.1599000000000001e-06
3558,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",It is childs duty to take care of ill parent,0.0045352307
3559,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Vote in elections: National level,7.128474077e-52
3560,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How close do you feel: to country ,7.000000000000001e-10
3561,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Political action: joining unofficial strikes,1.0693e-06
3562,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Satisfaction with your life,5.403e-07
3563,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How often in country's elections: Election officials are fair,6.273711119e-35
3564,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Confidence: The Political Parties,0.0044063369
3565,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Political system: Having the army rule,2.1130000000000002e-07
3566,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Future changes: greater respect for authority,0.0
3567,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Trust: Your neighborhood (B),1.2538656160000003e-25
3568,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Believe in: hell,7.409860000000001e-05
3569,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",One of main goals in life has been to make my parents proud,8.805853854e-22
3570,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Member: Belong to consumer groups,0.0
3571,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Institution of occupation,4.761011940999999e-16
3572,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How often in country's elections: Journalists provide fair coverage of elections,3.1260000000000003e-07
3573,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","Member: Belong to education, arts, music or cultural activities",0.0
3574,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Highest educational level attained - Respondent´s Father:  ISCED‐code one digit,2.8587479999999996e-49
3575,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: tolerance and respect for other people,2.92e-08
3576,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Highest educational level attained - Respondent´s Mother:  ISCED‐code one digit,1.058834815e-16
3577,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Employment status Spouse/partner,3.5596376079999996e-76
3578,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee","Jobs scarce: Men should have more right to a job than women
(5-point scale)",7.39050124e-26
3579,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: Armed Forces,7.9495e-06
3580,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Government has the right: Collect information about anyone living in [COUNTRY] without their knowledge,5.4501000000000006e-06
3581,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Justifiable: Claiming government benefits to which you are not entitled,0.0
3582,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Democracy: People choose their leaders in free elections.,7.282489084e-18
3583,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Believe in: life after death,2e-10
3584,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Justifiable: Divorce,1e-10
3585,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee","How close you feel: Continent; e.g. Europe, Asia etc.",0.0007554137
3586,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Important child qualities: religious faith,0.0
3587,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Duty towards society to have children,8.318548573e-17
3588,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Important child qualities: thrift saving money and things,0.0083673056
3589,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Believe in: God,2.3061000000000002e-06
3590,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Income equality,0.0
3591,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Important child qualities: imagination,1.0100000000000001e-08
3592,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Protecting environment vs. Economic growth,0.004198576
3593,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Highest educational level attained - Respondent: ISCED‐code one digit,0.0008342934
3594,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Trust: People of another religion (B),3.839e-07
3595,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Political system: Having experts make decisions,0.0
3596,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Citizen of country,3.7579e-06
3597,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Occupational group - respondent´s father (EVS5 - main earner) (respondent  14 years old) ,0.0002120406
3598,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Political system: Having a democratic political system,1.42e-08
3599,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How often in country's elections: Voters are bribed,1.7957618850000001e-32
3600,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Neighbours: Drug addicts,0.0006169391
3601,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How often do you pray (WVS7),0.0001305317
3602,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Trust: People of another nationality (B),5.1708000000000005e-06
3603,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Work should come first even if it means less spare time,0.0
3604,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Men make better business executives than women do,1.601593161e-22
3605,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Satisfaction with the political system,0.0002436918
3606,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Vote in elections: local level,7.939670041e-27
3607,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Willingness to fight for country,3.1073799370000003e-32
3608,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee","Member:  Self-help group, mutual aid group",5.93e-08
3609,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Evaluate the impact of immigrants on the development of [your country],0.0
3610,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Government has the right: Monitor all e-mails and any other information exchanged on the Internet,0.0
3611,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Most people can be trusted,1e-10
3612,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How often in country's elections: Rich people buy elections,3.794911475e-20
3613,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: The United Nations,0.0014860335
3614,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How often in country's elections: Votes are counted fairly,7.428023751999998e-24
3615,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Interest in politics,9.412e-06
3616,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Political system: Having a strong leader,0.0
3617,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Democracy: Women have the same rights as men.,5.2e-09
3618,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How important is God in your life,2.2000000000000003e-09
3619,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Important child qualities: determination perseverance,0.0007114407000000001
3620,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Feeling of happiness,0.0
3621,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Justifiable: Euthanasia,5e-10
3622,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",University is more important for a boy than for a girl,5.887714982e-17
3623,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Neighbours: People of a different race,1.7000000000000001e-09
3624,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Democracy: The army takes over when government is incompetent.,3.519347265e-16
3625,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",State of health (subjective),3.9530820760000005e-32
3626,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Future changes: less importance placed on work,0.000113751
3627,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Sex,8.674720869999999e-16
3628,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Justifiable: Political violence,0.005043024
3629,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Member: Belong to labour unions,1.22e-08
3630,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Democracy: Governments tax the rich and subsidize the poor.,0.00022502470000000001
3631,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How close you feel: World,3.27e-07
3632,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Justifiable: Avoiding a fare on public transport,2e-10
3633,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Pre-school child suffers with working mother,3.16304e-05
3634,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Age recoded (6 intervals),1.6751680860000001e-115
3635,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Importance of democracy,0.0
3636,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Member: Belong to sports or recreation,0.0
3637,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Aims of country: first choice,3.827e-07
3638,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Government has the right: Keep people under video surveillance in public areas,3.0904e-06
3639,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How often in country's elections: TV news favors the governing party,0.0
3640,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Member: Humanitarian or charitable organization,4.6690000000000003e-07
3641,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: The Environmental Protection Movement,6.64e-08
3642,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Neighbours: Immigrants/foreign workers,2.12304e-05
3643,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How often in country's elections: Voters are threatened with  violence at the polls,4.1082276740000005e-17
3644,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee","Member: Belong to conservation, the environment, ecology, animal rights",5.967e-07
3645,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Member: Belong to religious organization,0.0001489788
3646,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Private vs state ownership of business,0.0003032744
3647,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Important in life: Work,4.4790611939999995e-45
3648,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Democraticness in own country,4.56057e-05
3649,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Men make better political leaders than women do,1.751725391e-20
3650,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: Major regional organization (combined from country-specific),0.0003438046
3651,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Member: Belong to professional associations,6.51e-07
3652,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Neighbours: Homosexuals,1.5890670120000001e-18
3653,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Justifiable: Abortion,0.0
3654,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee","Jobs scarce: Employers should give priority to (nation) people than immigrants
(5-point scale)",1e-10
3655,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Justifiable: Cheating on taxes,0.0002781422
3656,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Democracy: Religious authorities interpret the laws.,0.0
3657,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: Major Companies,0.0002923332
3658,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Work is a duty towards society,2.2948e-06
3659,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How often in country's elections: Opposition candidates are prevented from running,0.0
3660,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Competition good or harmful,2.17923e-05
3661,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Political action: joining in boycotts,9.957e-07
3662,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Government responsibility,2.2893000000000003e-06
3663,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",People who don´t work turn lazy,2.188e-07
3664,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Justifiable: Someone accepting a bribe,0.0
3665,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: Parliament,0.0019130248
3666,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: The Police,0.0001076882
3667,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Democracy: Civil rights protect people’s liberty against oppression.,2.6721000000000002e-06
3668,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Important in life: Leisure time,9.54789e-05
3669,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Do you live with your parents,1.0989922510000001e-153
3670,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Political action: signing a petition,4.5000000000000006e-08
3671,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Trust: People you know personally (B),0.0
3672,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Democracy: People receive state aid for unemployment.,1.4150000000000002e-07
3673,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",It is childs duty to take care of ill parent,2.6035006620000003e-17
3674,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Vote in elections: National level,6.811114022e-35
3675,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: Labour Unions,0.0002824637
3676,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Political action: joining unofficial strikes,2.99e-08
3677,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",How often in country's elections: Election officials are fair,2.43494561e-22
3678,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: The Political Parties,3.2761000000000003e-06
3679,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Political system: Having the army rule,9.373054923e-18
3680,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Future changes: greater respect for authority,0.0004248507
3681,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Trust: Your neighborhood (B),1.38472e-05
3682,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Confidence: The Government,7.29241e-05
3683,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Political action: attending lawful/peaceful demonstrations,0.0006449441
3684,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Believe in: hell,0.0
3685,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Believe in: heaven,0.0
3686,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",One of main goals in life has been to make my parents proud,2.946208597e-51
3687,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Important in life: Religion,0.0
3688,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Member: Belong to consumer groups,1.273e-07
3689,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Institution of occupation,7.068061628e-38
3690,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee","Member: Belong to education, arts, music or cultural activities",0.0
3691,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Highest educational level attained - Respondent´s Father:  ISCED‐code one digit,0.0
3692,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Part time employee",Important child qualities: tolerance and respect for other people,0.0050865132
3693,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Highest educational level attained - Respondent´s Mother:  ISCED‐code one digit,0.00044124510000000003
3694,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Employment status Spouse/partner,2.1700000000000002e-08
3695,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ","Jobs scarce: Men should have more right to a job than women
(5-point scale)",4.2168233429999994e-66
3696,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Confidence: Armed Forces,1.38418e-05
3697,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",How proud of nationality,6e-10
3698,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Government has the right: Collect information about anyone living in [COUNTRY] without their knowledge,1.7e-08
3699,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Justifiable: Claiming government benefits to which you are not entitled,3.745921542e-20
3700,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Democracy: People choose their leaders in free elections.,1.09e-08
3701,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Believe in: life after death,1.221145573e-22
3702,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Justifiable: Divorce,1.401545875e-50
3703,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Important child qualities: religious faith,2.26485248e-64
3704,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Duty towards society to have children,4.678831145e-58
3705,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Important child qualities: thrift saving money and things,1.8e-09
3706,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Believe in: God,0.0
3707,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Income equality,0.0
3708,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Important child qualities: imagination,1.4000000000000001e-09
3709,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Highest educational level attained - Respondent: ISCED‐code one digit,1.4666e-06
3710,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Justifiable: Homosexuality,7.859835294999999e-20
3711,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Trust: People of another religion (B),8.150000000000001e-08
3712,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Political system: Having experts make decisions,2.4333954970000002e-52
3713,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Political system: Having a democratic political system,0.0033344029
3714,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",How often in country's elections: Voters are bribed,1.989124429e-19
3715,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Neighbours: Drug addicts,2.73331974e-22
3716,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",How often do you pray (WVS7),0.0
3717,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Marital status,8.177440000000001e-05
3718,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Trust: People of another nationality (B),0.0
3719,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Which party would you vote for: first choice (WVS5),0.0008385395000000001
3720,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Work should come first even if it means less spare time,6.5944509809999994e-80
3721,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Men make better business executives than women do,1.9004698349999998e-34
3722,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Democracy: The state makes people's incomes equal,7.1e-09
3723,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Important in life: Family,0.0048496157000000005
3724,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Satisfaction with the political system,2.69695e-05
3725,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Vote in elections: local level,6.682667522e-58
3726,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Willingness to fight for country,3.157877554e-103
3727,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ","Member:  Self-help group, mutual aid group",5.0521336659999995e-45
3728,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Important child qualities: good manners,0.0
3729,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Evaluate the impact of immigrants on the development of [your country],5.128868923999999e-44
3730,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Government has the right: Monitor all e-mails and any other information exchanged on the Internet,1.9058732240000002e-53
3731,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Most people can be trusted,1.541969235e-41
3732,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",How often in country's elections: Rich people buy elections,2e-10
3733,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Confidence: The United Nations,8.597016543000001e-22
3734,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",How often in country's elections: Votes are counted fairly,8.686243883e-73
3735,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Political system: Having a strong leader,3.269974056e-38
3736,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Confidence: Churches,1.528978889e-22
3737,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Democracy: Women have the same rights as men.,0.00043372450000000003
3738,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",How important is God in your life,1.05741818e-40
3739,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Feeling of happiness,2.73e-08
3740,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Important child qualities: obedience,1.1342599250000001e-48
3741,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,0.0
3742,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Important in life: Politics,1e-10
3743,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Justifiable: Euthanasia,2.890519729e-46
3744,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",University is more important for a boy than for a girl,3.1840342640000004e-18
3745,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Neighbours: People of a different race,2.7285911890000003e-73
3746,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Democracy: The army takes over when government is incompetent.,2.6107562579999998e-36
3747,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",State of health (subjective),2.345492882e-44
3748,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Sex,1e-10
3749,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Justifiable: Political violence,0.0
3750,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Member: Belong to labour unions,0.0041666255
3751,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",How close you feel: World,0.00011974300000000001
3752,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Justifiable: Avoiding a fare on public transport,0.0
3753,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Pre-school child suffers with working mother,1.344414474e-25
3754,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Age recoded (6 intervals),2.453273521e-87
3755,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Member: Belong to sports or recreation,0.0
3756,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Justifiable: Having casual sex,0.0052374245
3757,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Aims of country: first choice,1.26e-08
3758,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Important child qualities: hard work,0.0009093491000000001
3759,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Occupational group - respondent (WVS7),1.0829900000000001e-05
3760,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Government has the right: Keep people under video surveillance in public areas,1e-10
3761,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Confidence: The Press,0.00021066700000000002
3762,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",How often in country's elections: TV news favors the governing party,8e-10
3763,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Member: Humanitarian or charitable organization,5.493411406e-16
3764,2020,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Self employed ",Homosexual couples are as good parents as other couples,0.000457339
